Song,Artists,Release Date,Popularity
Bailando - English Version,"['Enrique Iglesias', 'Sean Paul', 'Descemer Bueno', 'Gente De Zona']",2014-05-06,54
Wiggle (feat. Snoop Dogg),"['Jason Derulo', 'Snoop Dogg']",2013-09-10,60
Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",2014-01-17,72
Don't Tell 'Em,"['Jeremih', 'YG']",2014-06-06,5
Show Me,"['Kid Ink', 'Chris Brown']",2014-01-03,5
Wrecking Ball,['Miley Cyrus'],2013-10-04,75
Not a Bad Thing,['Justin Timberlake'],2014-02-24,0
Roar,['Katy Perry'],2013-01-01,78
Ain't It Fun - Radio Edit,['Paramore'],2014-06-24,32
This Is How We Roll,"['Florida Georgia Line', 'Luke Bryan']",2013-01-01,69
Classic,['MKTO'],2012,78
A Sky Full of Stars,['Coldplay'],2014-05-02,58
Don't,['Ed Sheeran'],2014-06-21,72
Na Na,['Trey Songz'],2014-01-21,50
Hot Boy,['Bobby Shmurda'],2014-07-25,46
"Hold On, We're Going Home","['Drake', 'Majid Jordan']",2013-01-01,2
Sing,['Ed Sheeran'],2014-06-21,69
Radioactive,['Imagine Dragons'],2012-09-04,72
My Hitta,"['YG', 'Jeezy', 'Rich Homie Quan']",2013-01-01,33
Magic,['Coldplay'],2014-03-03,62
Cool Kids,['Echosmith'],2013-10-04,70
Hey Brother,['Avicii'],2013-01-01,77
Trumpets,['Jason Derulo'],2013-09-10,68
Animals,['Maroon 5'],2014-09-02,3
Play It Again,['Luke Bryan'],2013-01-01,75
2 On (feat. ScHoolboy Q),"['Tinashe', 'ScHoolboy Q']",2014-10-03,68
Dirt,['Florida Georgia Line'],2014-10-14,63
Love Runs Out,['OneRepublic'],2014-01-01,61
Bottoms Up,['Brantley Gilbert'],2013-01-01,5
Shower,['Becky G'],2014-04-23,74
Me And My Broken Heart,['Rixton'],2014-01-01,55
Animals - Extended,['Martin Garrix'],2013-01-01,52
Lifestyle,"['Rich Gang', 'Young Thug', 'Rich Homie Quan']",2014-06-05,67
American Kids,['Kenny Chesney'],2014-06-21,5
Brave,['Sara Bareilles'],2013-07-16,71
Sweater Weather,['The Neighbourhood'],2012-08-07,62
Leave The Night On,['Sam Hunt'],2014-10-27,66
New Flame,"['Chris Brown', 'Usher', 'Rick Ross']",2014-09-12,7
Love Never Felt So Good,"['Michael Jackson', 'Justin Timberlake']",2014-05-09,69
Drunk On A Plane,['Dierks Bentley'],2014-01-01,69
Birthday,['Katy Perry'],2013-01-01,65
Bartender,['Lady Antebellum'],2014-01-01,49
La La La,"['Naughty Boy', 'Sam Smith']",2014-01-01,60
